num_rooms,num_floors,num_bathrooms,size,age,crime_rate,garden_size,median_income,price,loan_prob
1,3,4,2400,41,0.5097832721593772,1861,153619,467519.0836392031,0.8228801054298882
2,3,2,2100,16,0.34708617236905315,1205,228213,683840.5691381547,0.95
8,3,5,4800,64,0.8151208478508364,321,90957,491468.3957607458,0.707700824020342
2,2,4,2400,42,0.7183058003008254,1476,67725,278138.4709984959,0.6650207390420242
18,1,2,6300,41,0.21689821024896616,848,188669,1015693.5089487552,0.8872963774315527
13,2,4,5700,80,0.9979151604977231,2274,185709,775648.4241975114,0.8818265906836686
2,3,7,3600,31,0.3711218997947282,1954,198044,765852.3905010263,0.9045331314624024
17,3,2,6600,80,0.3327686662780528,1581,189906,883578.1566686097,0.8895409291448778
16,1,8,7500,37,0.8664286689525864,629,209626,1223789.856655237,0.9258137064241144
11,1,8,6000,1,0.8266161134198784,2906,109295,1076636.9194329006,0.741449194523063
12,2,4,5400,26,0.9953911935548646,1201,206973,1016999.0440322257,0.9209458478428532
10,3,8,6300,63,0.4207115825440819,1176,116968,771112.4420872796,0.7555058608688088
19,2,7,8400,20,0.7304189937413331,247,71357,1138471.9050312932,0.6717118822969607
17,2,3,6600,22,0.4071426712021744,2448,160263,1139930.2866439892,0.8351047473669542
1,1,3,1500,48,0.7962047833916095,2917,93072,224672.97608304195,0.7115996183343882
11,2,7,6000,55,0.028295167289495993,729,159028,844784.5241635526,0.8328113285312653
13,3,3,5700,75,0.6761368635932554,2358,168324,770007.3156820338,0.8498801145443882
8,3,3,4200,80,0.823885271356229,2803,220326,666622.5736432188,0.9454469087839344
6,3,8,5100,37,0.6300646302569123,2291,233655,1010889.6768487154,0.95
3,3,6,3600,69,0.20582833779804077,2654,225422,652434.8583110098,0.95
12,3,5,6000,40,0.36074678278152783,522,23195,640246.2660860923,0.5831842923035604
13,3,7,6900,33,0.5488903600515003,2197,106270,1007705.5481997425,0.7358666515557089
8,1,2,3300,67,0.612063516527555,2231,66642,291153.68241736223,0.6630121501780071
20,3,3,7800,72,0.678180162142392,1269,210003,1108685.099189288,0.926481114451822
9,2,2,3900,32,0.9208768435913177,2799,54997,536359.6157820434,0.6416359286341211
4,2,3,2700,12,0.9346027356449405,2668,227766,821898.9863217752,0.95
1,2,5,2400,26,0.146433022005516,1093,234182,682421.8348899723,0.95
16,1,8,7500,38,0.8202563364147148,1664,240319,1311456.7183179264,0.95
9,3,7,5700,64,0.30786552419326096,1089,25838,503806.6723790337,0.5880241040528661
16,3,7,7800,9,0.767844470455654,439,206169,1390668.7776477216,0.9194810665971926
20,3,6,8700,56,0.39490904330021526,2984,167461,1273467.4547834988,0.8483084506842308
1,1,4,1800,28,0.4322424657915477,2222,247579,653656.7876710423,0.95
2,3,7,3600,56,0.5889769459863561,2189,150028,550781.1152700682,0.8162693247588513
5,2,7,4200,50,0.3154225952956087,2914,237112,856066.8870235219,0.95
15,1,3,5700,70,0.183942614035144,620,175928,760536.2869298243,0.863859351453143
1,1,8,3000,22,0.18580809630656037,2005,135701,610622.9595184672,0.7899643624850482
19,3,4,7800,49,0.2297697886927481,2819,22245,896911.1510565362,0.581431932909862
5,2,2,2700,76,0.1328862592554062,2125,241648,517381.56870372297,0.95
14,3,3,6000,43,0.08256986339521721,1147,171225,941447.150683024,0.8552360479743113
3,2,5,3000,70,0.826177777881371,2485,148016,406451.11111059313,0.8125609759665765
11,3,8,6600,61,0.29747847682648254,976,73137,727066.6076158676,0.6749537107833202
17,3,8,8400,24,0.5712577748311559,167,217984,1410121.7111258442,0.9411842563701237
5,1,2,2400,39,0.5659114712087159,2773,193223,583806.4426439564,0.8956667993644892
10,3,6,5700,7,0.44142705829297757,1862,198138,1155928.8647085351,0.9047234269874989
17,2,6,7500,61,0.06376673605144756,2614,93425,934951.1663197428,0.7122398914905597
9,1,5,4500,65,0.6883570526980778,1101,62763,415114.2147365096,0.6558845767781447
17,2,4,6900,57,0.7750935368597456,1252,108961,863606.5323157012,0.7407942686807477
17,1,5,6900,9,0.24392543623925655,2707,106279,1144548.3728188039,0.7359012835188321
17,1,3,6300,67,0.18265850916057824,443,122021,740418.7074541971,0.7647898109024238
5,1,4,3000,32,0.3893805825783333,2879,230915,776253.0970871083,0.95
20,1,7,8400,40,0.8641883277131356,2076,233727,1417413.0583614344,0.95
4,1,6,3300,37,0.9848346389809913,421,79541,410787.8268050951,0.6867397883582083
10,2,8,6000,73,0.966713600243854,164,48281,511648.43199878075,0.629262873780368
11,2,4,5100,79,0.28025584790797264,2989,222099,800466.7207604601,0.9487069107179631
15,2,6,6900,42,0.41869126352171193,2606,248380,1259846.5436823913,0.95
3,1,6,3000,26,0.9725802305233415,293,235350,734627.0988473833,0.95
19,2,2,6900,2,0.954842986991819,2121,243425,1432705.785065041,0.95
8,2,6,4800,61,0.6911334589033362,2243,89869,562572.3327054833,0.7057036557745641
13,2,7,6600,8,0.5187248286043658,625,194673,1223502.3758569781,0.8983545071560368
8,2,2,3600,51,0.7164119598854789,2593,68794,424795.9402005726,0.6669787628652807
15,1,7,6900,67,0.9517125087046798,974,69698,725857.4374564766,0.6686280505560079
9,3,8,6000,3,0.5778636911158169,1628,135780,1082510.6815444208,0.7901229418913548
20,3,2,7500,3,0.707234418288728,1517,103740,1209453.8279085564,0.7312387700008606
16,3,6,7500,9,0.1915134600529933,1183,166061,1296654.432699735,0.8457703428781984
15,1,4,6000,39,0.47714559750223995,856,186580,981454.2720124888,0.88345824415847
14,3,2,5700,11,0.30463302085947774,101,92184,871874.8348957027,0.7099955504117196
13,1,4,5400,43,0.6670140213531777,283,43196,578546.929893234,0.6199400173175876
10,3,6,5700,5,0.8523435165675727,633,194925,1120578.282417162,0.8988193544820179
6,1,4,3300,15,0.46395621161792366,2116,31484,478128.21894191037,0.5984362680236123
6,3,4,3900,4,0.2314611973318783,784,144203,797768.6940133406,0.8056027340935548
9,1,5,4500,27,0.2451267649334331,0,23879,496532.36617533286,0.5844510927626309
14,2,4,6000,46,0.8889425781020458,513,34791,630527.2871094898,0.6044905484898072
6,1,5,3600,8,0.6045064197868864,1480,235595,940567.4679010656,0.95
19,2,4,7500,9,0.9950117247286556,2657,164688,1334110.9413763569,0.843245824857268
12,3,2,5100,36,0.10433864260947778,1847,34599,607086.3067869527,0.6041461905599339
14,3,7,7200,5,0.6176874422665873,1994,147963,1263657.5627886672,0.812511661169057
13,3,8,7200,14,0.6616842225200326,2713,100683,1145447.5788873998,0.7256125129540834
3,3,2,2400,64,0.39269261266891975,759,124582,261970.5369366554,0.7694983828047123
11,3,7,6300,67,0.25765171969881717,2606,122313,805517.7414015059,0.7653263461687152
5,3,5,3900,8,0.22688327445008782,1192,64016,629657.5836277496,0.658229955135207
12,3,5,6000,56,0.39551617888861057,1658,210007,967776.4191055569,0.9265006434441485
2,3,2,2100,53,0.9767632687747334,442,53615,123606.18365612633,0.639080531605957
11,3,5,5700,44,0.6046857721971887,998,59005,665926.5711390141,0.6489935831390978
12,3,7,6600,69,0.6109960617224353,741,119563,771301.0196913878,0.76027033175338
18,3,8,8700,80,0.3598966507841661,0,178607,1086414.516746079,0.8687752803638494
3,2,5,3000,66,0.8986815961686108,2064,45071,207568.59201915696,0.6233686945901928
11,1,2,4200,69,0.48449524245035447,1863,216947,688361.5237877482,0.9392454762972315
17,2,4,6900,4,0.16890137362576818,383,111718,1111081.493131871,0.7459010113122894
19,1,6,7800,7,0.039015304188597666,708,67064,1134172.923479057,0.6638326636149101
14,2,6,6600,46,0.7201966576828608,1826,82897,844973.0167115857,0.6929013091615808
16,3,6,7500,77,0.8800689210503461,1290,149811,923921.6553947483,0.8158546505392923
7,3,4,4200,78,0.3746838504825343,729,248930,673856.5807475874,0.95
8,3,8,5700,40,0.09058572546701982,491,159247,873771.0713726649,0.8332247480551573
2,1,5,2400,22,0.8058036283902277,2639,70518,418176.9818580489,0.6701683642266042
13,1,6,6000,19,0.8663684138973128,1871,236870,1210538.1579305134,0.95
5,3,8,4800,38,0.23060666870552016,1044,96219,656604.9666564724,0.717391443241197
11,1,3,4500,18,0.5945465753697313,1798,164487,874941.2671231513,0.8428703942122602
16,3,4,6900,72,0.6040957354847323,1593,100334,782437.5213225763,0.7249285583613748
15,2,7,7200,18,0.6774177786333409,2592,192641,1305654.9111068333,0.8946124577714525
11,1,3,4500,72,0.7276321710348134,2713,226889,756529.8391448259,0.95
9,1,6,4800,74,0.39496914861824295,1876,242405,793115.1542569088,0.95
19,3,4,7800,14,0.6671392790023826,0,119242,1179148.303604988,0.7597207388922139
16,2,7,7500,3,0.0737287502955436,1250,34578,1066287.3562485222,0.6041319005127664
10,2,3,4500,36,0.4044498056940946,2388,46145,566907.7509715295,0.6253653015182468
17,2,6,7500,42,0.6749816007361261,1367,236247,1275129.0919963194,0.95
13,3,6,6600,19,0.6997070955950765,976,236606,1261993.4645220246,0.95
16,3,5,7200,69,0.4602386202316521,256,220028,1036434.8068988418,0.9449078573903158
15,2,3,6000,12,0.48327756550409395,194,73763,870929.6121724795,0.6761399388139563
19,1,2,6600,74,0.08163193883548447,1760,223195,986781.8403058226,0.95
1,3,3,2100,5,0.7689701932612182,863,67598,405241.1490336939,0.6648144603465925
6,2,8,4800,17,0.5037690296264781,2555,163806,940743.1548518676,0.8416197025250607
15,3,8,7800,77,0.6649578102327135,1927,69448,822381.2109488364,0.6681616640659825
5,3,4,3600,7,0.4948274201728541,863,44888,546191.8628991358,0.6230763387148328
3,1,7,3300,72,0.8802111851648525,1083,57461,212010.94407417573,0.6461349892708699
8,3,3,4200,38,0.3424147258084539,2583,109563,650903.9263709577,0.7419152442585908
3,3,8,4200,42,0.44209573778319156,328,158726,661081.521311084,0.8322652530399016
20,1,3,7200,25,0.4376548642410246,419,36482,894345.7256787949,0.6076144154487275
7,1,6,4200,7,0.9386069445169084,0,211487,929280.9652774155,0.9292558505431644
8,1,2,3300,1,0.23510007390850096,1057,96005,646544.4996304575,0.7170253414677057
9,2,8,5700,66,0.05507590008561003,919,120798,679890.620499572,0.7625430710164565
2,2,4,2400,2,0.20353657472517594,2287,238239,846070.3171263741,0.95
20,1,4,7500,18,0.9475433663679647,1146,50866,1016374.2831681601,0.6340541173290531
4,3,4,3300,21,0.3628503368428332,1102,51928,459101.74831578584,0.6360045440147842
12,1,7,6000,62,0.5383942416876019,2060,165825,860758.028791562,0.8452971437313257
16,2,5,6900,71,0.23195465822316108,1719,43129,678668.2267088842,0.6197969388860817
16,2,6,7200,32,0.0702469419249867,2293,130060,1104558.765290375,0.77958999816444
19,3,3,7500,65,0.4336011214064537,783,92886,857093.9943929678,0.7112458183833797
4,1,3,2400,5,0.2874150855435472,2608,111184,586170.9245722822,0.7449187022405642
20,1,4,7500,5,0.1418412698310011,2702,202365,1435080.793650845,0.9124938330548215
19,3,3,7500,22,0.4651736942296305,1878,137931,1194876.1315288518,0.7940623062747836
14,2,8,7200,30,0.1540424505544371,2729,226020,1319139.7877472278,0.95
11,3,6,6000,15,0.26338335369337273,320,210566,1134415.0832315332,0.927558323452423
5,1,2,2400,62,0.022070264944315854,2705,133276,349591.6486752784,0.7854784671649304
7,1,8,4800,56,0.91545112901985,2551,42700,501352.74435490073,0.619018533085636
11,2,3,4800,16,0.4869704116584135,670,66223,694111.147941708,0.6622797761981619
16,3,5,7200,74,0.603517002781367,2834,128037,904076.4149860932,0.7758404143103244
15,3,2,6000,59,0.8173818372283672,656,101635,703863.0908138582,0.7273288145899849
19,2,5,7800,69,0.8427452463608147,2122,36735,801916.2737681959,0.6080464443694563
1,3,6,3000,80,0.3660117255120008,2092,75154,201237.94137244,0.6786465398839038
20,3,2,7500,15,0.7535515108207944,764,82412,1083976.242445896,0.6920327030131412
12,2,7,6300,58,0.5429491457793649,472,58081,656607.2542711032,0.6472852297953846
12,3,3,5400,36,0.15347881146403008,212,34976,597544.6059426798,0.6048389791441706
5,2,2,2700,23,0.6143636020320958,783,101526,459470.18198983953,0.7271552546321368
3,3,7,3900,77,0.8310240334920993,0,60922,239688.8798325395,0.6524921056786464
8,1,4,3900,33,0.9045651907854294,1680,228593,845063.1740460729,0.95
1,3,2,1800,67,0.380674187676736,494,118028,147972.62906161632,0.7574510759830677
18,1,5,7200,30,0.367832592092152,1418,117782,1062264.8370395391,0.7570261892279685
12,2,6,6000,75,0.7542945548975927,747,39570,502778.527225512,0.6132524035821469
15,2,4,6300,51,0.4165457603595921,461,201914,979575.271198202,0.9116307531061096
14,1,8,6900,25,0.881079676714685,1185,174652,1152448.6016164266,0.8615463399325325
8,1,8,5100,22,0.300541142758474,651,59257,689541.2942862076,0.6494733356303591
4,2,7,3900,10,0.251535727453294,2182,26363,573928.3213627336,0.5890287431891137
16,2,3,6300,25,0.10815204639040865,848,110100,939099.2397680479,0.7429120585633117
10,3,5,5400,29,0.11548550559696225,2316,180991,987884.5724720152,0.8731945112963249
4,3,5,3600,36,0.6303626486728722,2748,54851,476990.18675663567,0.6413650924796208
11,3,7,6300,9,0.7997376292261272,1310,204001,1217303.3118538694,0.9154966104585285
19,2,6,8100,23,0.41124826766697753,1734,211595,1411153.758661665,0.9294433491362291
14,1,7,6600,2,0.6654416137264907,303,67762,989286.7919313676,0.6651182216048257
1,1,8,3000,6,0.23402353632114625,1885,148938,713255.8823183943,0.8143033715895839
15,3,2,6000,17,0.3771837301942472,1520,168401,1075516.0813490287,0.8500647043635257
6,1,3,3000,36,0.26934151030507447,1975,29308,326519.2924484746,0.5944220045456277
10,2,3,4500,21,0.4516920581920124,1205,170808,855507.53970904,0.8544853042280534
20,3,3,7800,73,0.7963403764076515,2726,83603,894004.2981179617,0.6941788546406328
4,1,5,3000,46,0.9507271610716177,943,217334,618204.3641946419,0.9399729379285947
16,2,3,6300,62,0.768893522242675,2528,168014,917023.5323887867,0.8493198084544481
16,3,2,6300,51,0.23709735045834268,0,237009,1036832.5132477083,0.95
13,1,4,5400,78,0.8681947411971218,408,55103,430105.0262940144,0.6417969997483807
19,1,7,8100,24,0.6033234184619344,750,247392,1447267.3829076905,0.95
10,2,3,4500,58,0.45074855137692016,986,67959,458244.2572431154,0.6654394218790923
19,1,5,7500,42,0.24748309384741773,2309,24665,882362.5845307629,0.5858845944702362
11,2,2,4500,2,0.5581741302375655,2436,128453,902195.1293488122,0.7766579464896972
14,3,5,6600,44,0.03277969823376792,1038,152358,973692.1015088311,0.8205611013293004
17,2,8,8100,44,0.7540665014279225,2374,38416,977281.6674928603,0.6111543404502857
12,2,4,5400,19,0.20860680148274702,1983,20259,705964.9659925862,0.5778040932434808
11,2,8,6300,7,0.31043589501425506,1403,205418,1235373.8205249286,0.9181030011843635
13,2,6,6300,68,0.18015847131589813,2889,118850,802469.2076434206,0.7589613295748491
10,1,3,4200,3,0.9144623010116019,172,198843,929273.688494942,0.9060213401615754
15,1,4,6000,5,0.30349940305212586,1879,216258,1242368.5029847394,0.9380265278814056
19,3,8,9000,34,0.9760224018963188,1065,138970,1305009.8879905185,0.795962236025421
19,1,3,6900,12,0.3893926460685678,2649,31190,976903.0367696572,0.5978982618639154
19,2,6,8100,54,0.8253656390796984,1030,233479,1276731.1718046016,0.95
10,1,3,4200,44,0.06448930693471377,1799,221229,822105.5534653264,0.9471340479163067
1,2,4,2100,25,0.8601682861571739,1420,91479,369257.15856921417,0.7086887736612296
2,3,2,2100,66,0.4096810830654527,1808,49661,94513.59458467274,0.6318050401381534
10,1,6,5100,40,0.17437612687621773,757,202311,889460.1193656189,0.9123688129743004
18,1,3,6600,40,0.1793857995145084,611,124522,924477.0710024275,0.7694060699335146
19,3,4,7800,26,0.569702365726076,2742,87489,1138389.4881713698,0.7013555352882404
20,1,4,7500,72,0.7739572418820414,832,131619,899328.2137905898,0.7824247308087371
11,2,8,6300,21,0.9109584635150554,1439,232361,1217337.2076824247,0.95
17,3,5,7500,26,0.717404168192545,562,240370,1339012.9791590371,0.95
13,3,6,6600,2,0.43501558043395194,2245,86816,1086806.92209783,0.700136518785985
19,1,4,7200,36,0.13973886747467423,1334,73234,941789.3056626266,0.6751505902061965
9,2,4,4500,70,0.7027483047009914,0,32072,295630.25847649504,0.5994761271000304
11,1,8,6000,17,0.4116750989157163,0,38218,769377.6245054214,0.6108108026139701
1,3,6,3000,65,0.08659917349745105,0,30135,124837.00413251275,0.595920837477599
14,3,7,7200,27,0.7463436509855712,1845,85290,1023198.2817450721,0.6973131585596379
12,2,5,5700,9,0.30302606222822004,2678,227958,1230740.8696888587,0.95
3,2,4,2700,70,0.5624216983823223,2623,167647,412171.8915080884,0.8486397484134969
8,1,7,4800,52,0.20919804622537497,243,51043,472330.0097688731,0.6343555038451776
14,3,5,6600,26,0.9107094304359419,2565,137236,1074868.4528478202,0.7927814208324004
3,3,2,2400,58,0.31733770265129113,2819,172980,450943.31148674357,0.8584500624783412
20,3,4,8100,79,0.4542136208009827,1640,132753,970434.931895995,0.7845041509804075
3,3,2,2400,10,0.6737556559716537,2904,200120,745991.2217201417,0.9083634534097439
11,1,6,5400,55,0.16307284908844777,214,24185,480974.63575455773,0.5849930048453018
7,2,4,3900,23,0.29493675041218403,610,242034,892893.3162479391,0.95
8,2,3,3900,4,0.009263959976491098,811,74352,659987.6802001175,0.6772289969724662
18,1,8,8100,27,0.3023045392121837,2861,129486,1261290.477303939,0.7785384198528867
14,1,6,6300,79,0.020972572192810568,584,196252,833919.137139036,0.9012049737510242
14,2,4,6000,7,0.3224401613382295,2433,145405,1107187.7991933087,0.8078094631647291
13,1,7,6300,19,0.2723543024644538,1535,37339,843366.2284876778,0.6091940871310442
1,1,5,2100,20,0.8654297663783297,681,113301,415704.85116810835,0.7487975055078956
5,1,6,3600,53,0.8516299383336408,1682,52695,354591.8503083318,0.6373899146125692
3,3,5,3300,7,0.8469605056546299,1917,151832,750939.1974717269,0.8196204070346104
12,3,4,5700,28,0.6139075349749642,2771,231473,1144006.4623251252,0.95
9,1,2,3600,15,0.24879615933526722,2902,50656,580128.0192033236,0.6336714063627316
16,1,8,7500,33,0.8275976949953447,890,188784,1210130.0115250233,0.8875127107118572
15,2,3,6000,21,0.8003209103597113,1107,24992,754192.3954482015,0.5865001888779311
8,3,3,4200,30,0.11856703746055319,2385,74239,615435.1648126972,0.677002048398813
19,3,2,7200,39,0.02252797901839687,1734,199095,1191097.360104908,0.906459319267786
4,3,4,3300,18,0.5106261218709365,2915,165027,753950.8693906453,0.8438629442548461
14,2,8,7200,30,0.9688428021974441,280,195415,1180385.7859890128,0.8997013402265172
17,2,2,6300,26,0.39295573333660017,1975,206284,1158853.221333317,0.9196804706786901
12,3,4,5700,21,0.39357342497907155,2303,176246,1055614.1328751047,0.8644794936846742
8,3,3,4200,46,0.09458316491685514,657,89723,514683.08417541574,0.7054472370595152
5,2,5,3600,59,0.9603084853787205,2686,114739,478256.4575731064,0.7514114913404362
5,2,5,3600,55,0.26054702468510604,2505,140461,547769.2648765745,0.7986880504846109
8,1,2,3300,52,0.260241507158505,503,218856,620500.7924642075,0.9427667152506652
18,3,5,7800,33,0.2610710435933552,365,64339,987322.6447820332,0.6588051447661927
2,1,8,3300,47,0.9610287307528553,1250,216627,659948.8563462357,0.9386728438611925
12,3,5,6000,62,0.48309737366123207,717,191056,871206.5131316938,0.8916674416929349
4,1,8,3900,68,0.5012486892520981,1855,68851,357845.75655373954,0.6670713381342098
6,2,4,3600,57,0.5519725338445588,2892,71836,410672.1373307772,0.6725652640200285
3,1,7,3300,64,0.9432618025850203,2254,71903,315709.69098707486,0.6726826772250176
17,1,7,7500,58,0.36864435098141524,905,118088,946482.778245093,0.7575679794764104
9,2,7,5400,66,0.24303349723723733,1612,166384,751912.8325138139,0.8463219828387756
11,2,6,5700,78,0.17295176749946028,627,232156,833257.2411625027,0.95
17,2,2,6300,5,0.3550128292429673,2797,246037,1368208.9358537851,0.95
8,2,6,4800,12,0.5065767296924857,1649,155418,921773.1163515375,0.8262076799705879
17,3,6,7800,8,0.9447047012982948,1121,72407,1147720.4764935086,0.6736501073119818
6,3,8,5100,55,0.770609558609101,751,113936,634548.9522069545,0.7499389355746064
18,1,8,8100,74,0.436348041800518,1954,85825,911088.2597909974,0.6982623007058518
19,3,2,7200,29,0.627942254402058,399,204006,1207842.2887279897,0.9154913495612601
12,3,3,5400,76,0.11463610462056273,2814,123483,652812.8194768971,0.7674701980194201
11,2,4,5100,37,0.41640897400736676,1500,216383,953683.9551299631,0.9382325660803006
13,3,3,5700,45,0.2747696900473948,1491,36415,632186.151549763,0.6074768178967913
18,1,5,7200,23,0.23956503846372101,2994,241209,1392040.1748076812,0.95
14,1,5,6000,74,0.5251358897446744,1113,45601,531966.3205512767,0.6243374111394041
3,2,4,2700,77,0.11382695191006942,1372,35625,77840.86524044965,0.6060016468938374
18,2,4,7200,24,0.6380813035443139,922,100508,1041485.5934822784,0.725283576597843
18,1,7,7800,69,0.8972217473299362,2302,113433,960439.8912633503,0.7490040305363063
3,3,8,4200,32,0.14392235239368567,335,210861,817052.3882380316,0.9280881608741515
11,1,2,4200,52,0.9997663418165946,848,158489,623419.1682909171,0.8318215167765499
11,1,3,4500,67,0.5811468097782807,1537,191178,675560.2659511087,0.8918878367918375
8,3,6,5100,78,0.6180876879895721,2191,210724,757087.5615600522,0.9278018653888932
8,3,8,5700,71,0.18629947216090859,314,220152,834792.5026391954,0.9451346804566516
18,1,3,6600,22,0.8063398169946263,1531,53517,896932.3009150269,0.6389234641695394
9,3,5,5100,66,0.9110696251806609,1748,202890,786664.6518740967,0.913412718355918
15,1,7,6900,24,0.41131298892215507,1325,61851,938395.4350553892,0.6542390261155967
13,1,2,4800,11,0.22010584380846954,1354,58865,726249.4707809576,0.6487611120904316
3,2,6,3300,60,0.8436306293549672,126,152254,433069.84685322514,0.820357013049564
2,2,3,2100,4,0.7292265877514874,1397,246565,784393.8670612426,0.95
6,3,4,3900,71,0.13950122863558856,818,99236,374314.493856822,0.722912042364051
11,3,2,4800,13,0.734041341370952,2666,132528,900365.7932931453,0.7841387470896999
10,2,2,4200,51,0.4535311210659325,2671,196181,761224.3443946703,0.9010944357135615
2,3,7,3600,56,0.7994758918956516,2799,114864,497700.62054052175,0.751643661591966
1,1,4,1800,79,0.41743747596687186,158,75042,-8263.187379834359,0.6784413627653634
7,3,8,5400,32,0.022650977959102647,580,41583,642452.7451102044,0.6169846359566696
11,2,5,5400,34,0.4208012750731597,912,80110,717475.9936246342,0.6877885466721627
14,3,8,7500,59,0.815987360308028,1127,236738,1183206.0631984598,0.95
17,1,5,6900,63,0.6471821868785654,1749,183855,998944.0890656072,0.8784322720532324
16,2,5,6900,71,0.28873285087047673,925,121872,812050.3357456477,0.7645128781775506
13,2,5,6000,57,0.23776180328826746,1550,224426,989163.1909835587,0.95
6,1,5,3600,22,0.005885851479803694,2854,103926,651442.5707426011,0.7315676695292295
9,3,4,4800,78,0.9323241584406472,2407,173149,647846.3792077968,0.8587450484574233
15,3,7,7500,21,0.15841788364419973,2803,153182,1259661.910581779,0.8220921941843528
10,2,8,6000,79,0.6203463639910072,0,237286,856470.268180045,0.95
4,3,6,3900,13,0.6609636855724513,770,112646,687087.1815721377,0.7475991752634754
12,1,5,5400,19,0.8032424898739053,175,189714,987661.7875506305,0.8892322175959559
13,3,2,5400,43,0.053622990233412327,2238,114916,783703.885048833,0.7517498819035474
2,2,7,3300,55,0.5094765983624758,746,78050,329932.61700818763,0.683987054632361
3,2,3,2400,37,0.8203798510713324,1361,178135,519998.10074464337,0.8679387595481102
20,3,8,9300,79,0.8344728195736456,616,242776,1313859.635902132,0.95
4,3,7,4200,74,0.21391623870931875,617,107055,407550.4188064534,0.7372796979979231
14,3,8,7500,10,0.13451297596144596,2660,76133,1156393.4351201928,0.6804975721812803
4,1,8,3900,22,0.9021034669907309,1818,237080,921189.4826650464,0.95
3,2,5,3000,79,0.46521044012043444,2219,220738,500719.9477993978,0.9462053560438368
13,2,5,6000,30,0.2891235990443197,0,246417,1121388.3820047784,0.95
14,3,6,6900,31,0.010680168584810579,1694,216258,1225282.5991570759,0.9380078450000217
3,3,6,3600,18,0.486322422077028,0,76086,527740.3878896148,0.6804047960067108
12,2,6,6000,50,0.504188182947486,1119,27977,617003.0590852626,0.5919652194993901
9,3,3,4500,61,0.16178492049821036,567,239289,774779.0753975089,0.95
12,2,2,4800,20,0.4938148768145767,1235,98775,756130.9256159271,0.7221017747907789
2,2,5,2700,41,0.6686614876475957,1306,56994,295824.69256176206,0.6452998240848001
1,1,2,1200,66,0.9411827346611952,1933,216648,312580.086326694,0.9386974999237253
6,3,3,3600,41,0.06331135750256545,866,167889,624441.4432124872,0.8491065551999452
14,1,5,6000,38,0.2258093769552234,555,116887,839294.9531152239,0.7553756616988626
7,3,2,3600,40,0.11462381991699921,2878,245639,845044.880900415,0.95
15,1,2,5400,14,0.3398193137681579,378,187598,1016836.9034311592,0.8853477323676916
2,1,3,1800,13,0.7655651143082031,1041,117379,431160.174428459,0.7562974573427651
20,1,6,8100,71,0.08658626139831582,2218,31411,826929.0686930084,0.5982614941467008
20,1,7,8400,59,0.7133225007756842,0,56144,905721.3874961216,0.6437243729939092
15,3,6,7200,18,0.0014267495465342117,1379,175547,1238456.8662522673,0.863197634462098
13,2,5,6000,73,0.7576791567905753,1330,39065,529241.6042160471,0.6123257661600818
1,1,5,2100,35,0.5884438115593695,0,102727,300511.7809422031,0.7293537015702137
14,3,7,7200,71,0.42461831883649315,661,249161,1097028.9084058176,0.95
16,2,3,6300,78,0.30405495752512723,2563,249236,1002841.7252123744,0.95
6,1,4,3300,24,0.7806030859246658,2708,141607,669550.9845703767,0.8008162248292668
18,2,3,6900,12,0.5065546743438106,412,26594,900015.226628281,0.5894514360529814
17,2,3,6600,32,0.9778593880878882,2123,61136,879072.7030595605,0.6529182656895665
10,2,2,4200,51,0.861327116070362,383,24652,347487.3644196482,0.5858531840282873
6,2,3,3300,23,0.8212008933713763,2658,115969,621571.9955331432,0.7536986879625268
2,2,8,3600,9,0.340438208629689,2436,193754,881885.8089568515,0.8966650710081818
6,3,6,4500,64,0.21484418151129525,2955,231733,816041.7790924435,0.95
18,2,2,6600,23,0.8429688659655102,1709,249332,1288719.1556701725,0.95
4,1,4,2700,44,0.3324944999417139,2005,166195,521877.5275002915,0.8459906748564076
6,3,7,4800,39,0.9877711756467479,2495,51786,602483.1441217663,0.6357294214077716
2,2,3,2100,27,0.12917289208122218,2686,170317,558568.1355395939,0.8535789945029723
3,2,2,2100,18,0.2762082087802553,2882,156741,581560.9589560986,0.8286350531984725
11,2,4,5100,22,0.883190631371123,854,215000,1004204.0468431443,0.9357011918123322
14,2,2,5400,19,0.7972254352467557,2526,222509,1123811.8728237662,0.9495037676177032
16,3,6,7500,20,0.3893452742676803,825,218654,1335111.2736286616,0.9424188085387656
10,2,5,5100,37,0.2741197330241558,747,93135,685309.4013348792,0.7117242554855299
17,2,4,6900,62,0.6298588320324181,2757,205730,1078020.705839838,0.9186355014206989
18,2,7,8100,53,0.4178398710117638,2498,106929,1074708.8006449412,0.7370632697047238
5,3,7,4500,46,0.7107618821544341,2334,234836,891138.1905892278,0.95
1,2,3,1800,55,0.8344427250167321,1377,186577,369291.7863749163,0.8834404432630326
4,2,8,4200,11,0.5889382199041785,1902,168362,881839.3089004791,0.84999712855555
14,2,7,6900,40,0.6326501082921853,1307,131308,995662.7494585391,0.7818768985129774
17,2,3,6600,46,0.2987565667449479,2788,248274,1206694.2171662753,0.95
7,1,5,3900,69,0.5336340490439356,994,160111,509373.8297547803,0.8347906605153933
19,1,3,6900,9,0.6308905548660942,1801,118187,1139249.5472256695,0.7577855602050907
2,3,7,3600,47,0.14305766995472613,0,145314,522912.7116502264,0.8076130793995709
19,1,5,7500,7,0.40635512816390174,2232,169797,1344522.2243591805,0.8526376194750078
